 Link ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,24:00 ,25:00 ,26:00 ,27:00 ,28:00 ,29:00 ,30:00 ,31:00 ,32:00 ,33:00 ,34:00 ,35:00 ,36:00 ,37:00 ,38:00 ,39:00 ,40:00 ,41:00 ,42:00 ,43:00 ,44:00 ,45:00 ,46:00 ,47:00 ,48:00 ,
120,22.579820,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,22.580120,
121,63.432610,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,63.433260,
122,69.612580,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,69.613270,
126,10.295220,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,10.294860,
127,35.096470,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,35.096150,
128,76.928960,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,76.928050,
129,213.341200,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,213.342300,
130,126.367600,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,126.365800,
131,62.146300,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,62.144950,
133,159.446800,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,159.446400,
134,292.636400,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,292.637200,
135,294.730700,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,294.731200,
136,593.304900,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,593.306500,
137,4.701189,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,4.700864,
138,7.279002,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,7.279290,
139,32.766370,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,32.765890,
140,71.583320,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,71.583280,
141,7.065366,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,7.066094,
142,19.739270,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,19.738510,
143,1.756994,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,1.758958,
144,8.523644,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,8.523284,
145,14.265950,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,14.265890,
146,1.012948,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,1.019705,
147,21.860850,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,21.861530,
148,-3.019761,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,-3.018618,
149,-30.885230,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,-30.886140,
150,64.271730,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,64.272290,
151,-10.073810,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,-10.074230,
152,73.822690,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,73.823390,
153,75.496860,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,75.497470,
154,46.976220,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,46.976030,
155,60.990070,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,60.990130,
156,125.543500,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,125.544800,
157,-6.752059,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,-6.751760,
158,1.710559,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,1.709946,
159,-9.741901,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,-9.741814,
160,24.025660,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,24.025920,
161,12.385380,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,12.383890,
162,23.387880,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,23.387890,
163,-17.832310,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,-17.831860,
164,23.964470,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,23.964140,
165,49.049140,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,49.049790,
166,-15.059860,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,-15.059140,
167,71.341410,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,71.342920,
168,30.112510,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,30.110110,
169,49.066980,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,49.066810,
170,2.545472,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,2.542103,
171,54.531720,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,54.532710,
172,2.798167,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,2.798040,
173,15.250280,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,15.250310,
174,14.322270,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,14.322310,
175,10.670250,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,10.670300,
176,20.295830,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,20.295870,
